id,name,parent,kind
"extortion tactics::data exfiltration and double extortion threat of publishing stolen customer financial records dominant pattern in nearly all example incidents above","Data exfiltration and double extortion (threat of publishing stolen customer/financial records - dominant pattern in nearly all example incidents above)","Extortion Tactics","hazard"
"extortion tactics::leak site countdown deadlines to pressure fast payment eg everests 6 day deadline on frost citizens","Leak-site countdown deadlines to pressure fast payment (e.g., Everest's 6-day deadline on Frost/Citizens)","Extortion Tactics","hazard"
"extortion tactics::harassment of executives customers or regulators directly naming institutions publicly contacting affected customers","Harassment of executives, customers, or regulators directly (naming institutions publicly, contacting affected customers)","Extortion Tactics","hazard"
"extortion tactics::reputational shaming posts calling out incident response vendors or refusal to negotiate alphvs public post against fnf","Reputational/'shaming' posts calling out incident-response vendors or refusal to negotiate (ALPHV's public post against FNF)","Extortion Tactics","hazard"
"extortion tactics::threats of onward sale of data to third parties rather than public leak as a middle ground pressure tactic mapfre lapsus","Threats of onward sale of data to third parties rather than public leak, as a middle-ground pressure tactic (MAPFRE/Lapsus$)","Extortion Tactics","hazard"
"systemic and market contagion risk::disruption to trade clearing settlement causing failed deliveries at a market level icbc 62b in failed treasury settlements in a single day","Disruption to trade clearing/settlement causing failed deliveries at a market level (ICBC: $62B+ in failed Treasury settlements in a single day)","Systemic and Market-Contagion Risk","hazard"
"systemic and market contagion risk::derivatives clearing platform outages forcing manual processing across many institutions simultaneously ion group affecting 42 clients","Derivatives/clearing platform outages forcing manual processing across many institutions simultaneously (ION Group affecting 42+ clients)","Systemic and Market-Contagion Risk","hazard"
"systemic and market contagion risk::central bank national payment infrastructure targeting with potential monetary policy or public confidence implications central bank of libya","Central bank/national payment infrastructure targeting with potential monetary-policy or public-confidence implications (Central Bank of Libya)","Systemic and Market-Contagion Risk","hazard"
"systemic and market contagion risk::contagion through banking as a service and fintech partner networks where one banks compromise exposes many unaffiliated fintech brands customers evolve bank and trust","Contagion through banking-as-a-service and fintech partner networks, where one bank's compromise exposes many unaffiliated fintech brands' customers (Evolve Bank & Trust)","Systemic and Market-Contagion Risk","hazard"
"third party and supply chain risk::concentrated vendor risk a single vendor compromise affecting multiple unrelated financial institutions frost bank citizens bank via shared print fulfillment vendor","Concentrated vendor risk - a single vendor compromise affecting multiple unrelated financial institutions (Frost Bank + Citizens Bank via shared print/fulfillment vendor)","Third-Party and Supply-Chain Risk","hazard"
"third party and supply chain risk::core processor payments vendor compromise fiserv tsys type entities appearing as ransomware group targets","Core processor/payments vendor compromise (Fiserv, TSYS-type entities appearing as ransomware group targets)","Third-Party and Supply-Chain Risk","hazard"
"third party and supply chain risk::fintech baas partner network exposure cascading to end consumers who never had a direct relationship with the breached entity","Fintech/BaaS partner-network exposure cascading to end consumers who never had a direct relationship with the breached entity","Third-Party and Supply-Chain Risk","hazard"
