victim,sector,group,country,attackdate,discovered,domain,data_size,has_press,ransom
"Sodiba","Business Services","quantum","","2021-12-23","2021-12-23","","","",""
"InTown Suites","Business Services","snatch","US","2021-12-21","2021-12-21","","","",""
"Madix Inc","Business Services","hive","","2021-12-20","2021-12-20","","","",""
"Strataworldwide.com","Business Services","alphv","","2021-12-18","2021-12-18","strataworldwide.com","","",""
"MATITIAHU BRUCHIM Law office","Business Services","mosesstaff","","2021-12-18","2021-12-18","","","",""
"Altus Group","Business Services","hive","","2021-12-18","2021-12-18","","","",""
"SS Design","Business Services","hive","","2021-12-18","2021-12-18","","","",""
"APR Supply","Business Services","hive","","2021-12-18","2021-12-18","","","",""
"nals.in","Business Services","cryp70n1c0d3","IN","2021-12-18","2021-12-18","nals.in","","",""
"baa.legal","Business Services","lockbit2","","2021-12-18","2021-12-18","baa.legal","","",""
"The Execu|Search Group","Business Services","snatch","US","2021-12-14","2021-12-14","","","",""
"TALIS GROUP","Business Services","conti","","2021-12-13","2021-12-13","","","",""
"DOMICIM Agence","Business Services","conti","","2021-12-13","2021-12-13","","","",""
"Social Enterprise (SEC)","Business Services","sabbath","","2021-12-12","2021-12-12","","","",""
"masselin.com","Business Services","lockbit2","","2021-12-11","2021-12-11","masselin.com","","",""
"tamerholding.co...","Business Services","lockbit2","","2021-12-10","2021-12-10","","","",""
"robroelaw.com","Business Services","lockbit2","","2021-12-10","2021-12-10","robroelaw.com","","",""
"Jeffmoss","Business Services","everest","","2021-12-09","2021-12-09","","","",""
"Ktmtriallaw","Business Services","everest","","2021-12-09","2021-12-09","","","",""
"kssenterprises....","Business Services","lockbit2","","2021-12-09","2021-12-09","","","",""
"apexbrasil.com....","Business Services","lockbit2","","2021-12-09","2021-12-09","","","",""
"benlineagencies.com","Business Services","lv","","2021-12-09","2021-12-09","benlineagencies.com","","",""
"PRIDE Community Services","Business Services","quantum","","2021-12-09","2021-12-09","","","",""
"Digital Workplace Services & Solutions","Business Services","quantum","","2021-12-09","2021-12-09","","","",""
"tpicorp.com","Business Services","marketo","","2021-12-07","2021-12-07","tpicorp.com","","",""
"morgancorp.com","Business Services","marketo","","2021-12-07","2021-12-07","morgancorp.com","","",""
"spsr-law.com","Business Services","marketo","","2021-12-07","2021-12-07","spsr-law.com","","",""
"Marshall Investigative Group Part 1/3 1000 Client","Business Services","bonacigroup","","2021-12-06","2021-12-06","","","",""
"Bemis Associates","Business Services","blackbyte","","2021-12-06","2021-12-06","","","",""
"CHR Solutions","Business Services","pysa","","2021-12-06","2021-12-06","","","",""
"MST LAWYERS","Business Services","conti","","2021-12-06","2021-12-06","","","",""
"NLB Corporation","Business Services","conti","","2021-12-04","2021-12-04","","","",""
"Lootah Group","Business Services","snatch","AE","2021-12-02","2021-12-02","","","",""
"mainstreamdata....","Business Services","lockbit2","","2021-12-02","2021-12-02","","","",""
"QRS Healthcare Solutions","Business Services","snatch","US","2021-11-30","2021-11-30","","","",""
"SIRCHIE","Business Services","conti","","2021-11-29","2021-11-29","","","",""
"dlb.it","Business Services","lockbit2","IT","2021-11-29","2021-11-29","dlb.it","","",""
"GROUP OF COMPANY","Business Services","midas","","2021-11-29","2021-11-29","","","",""
"ChaddadGroup","Business Services","midas","","2021-11-29","2021-11-29","","","",""
"CRM GROUP","Business Services","midas","","2021-11-29","2021-11-29","","","",""
"CABINET CAZANAVE","Business Services","midas","","2021-11-29","2021-11-29","","","",""
"Capital Distributors (S) Pte Ltd","Business Services","midas","","2021-11-29","2021-11-29","","","",""
"KPS GROUP","Business Services","midas","","2021-11-29","2021-11-29","","","",""
"Trendico GmbH","Business Services","midas","","2021-11-29","2021-11-29","","","",""
"Arbitech","Business Services","snatch","US","2021-11-29","2021-11-29","","","",""
"Bock, Hatch, Lewis & Oppenheim, LLC","Business Services","snatch","US","2021-11-29","2021-11-29","","","",""
"Landmark Builders","Business Services","snatch","US","2021-11-29","2021-11-29","","","",""
"Match MG","Business Services","snatch","CA","2021-11-29","2021-11-29","","","",""
"hsvgroup.talent...","Business Services","lockbit2","","2021-11-27","2021-11-27","","","",""
"lawrencegroup.n...","Business Services","lockbit2","","2021-11-24","2021-11-24","","","",""
"scotttesting.com  - MORE THEN 2.5TB DATA LEAKED","Business Services","lv","","2021-11-23","2021-11-23","","","",""
"MCP Services LLC","Business Services","sabbath","","2021-11-22","2021-11-22","","","",""
"wnrllc.com","Business Services","lockbit2","","2021-11-22","2021-11-22","wnrllc.com","","",""
"jadecorp","Business Services","conti","","2021-11-22","2021-11-22","","","",""
"DKS  Deutsch Kerrigan LLP","Business Services","conti","","2021-11-22","2021-11-22","","","",""
"docol.com.br - more then 1.5TB data leaked","Business Services","lv","","2021-11-22","2021-11-22","","","",""
"FTI Group","Business Services","conti","","2021-11-18","2021-11-18","","","",""
"pkf.com.au","Business Services","lockbit2","AU","2021-11-16","2021-11-16","pkf.com.au","","",""
"LOGROS S.A.","Business Services","conti","","2021-11-16","2021-11-16","","","",""
"Williams & Rowe Company, Inc.","Business Services","blackbyte","","2021-11-15","2021-11-15","","","",""
"Società Italiana degli Autori ed Editori / Data on sale","Business Services","everest","","2021-11-13","2021-11-13","","","",""
"Cabinet Remy Le Bonnois / Data on sale / Charlie Hebdo","Business Services","everest","","2021-11-13","2021-11-13","","","",""
"bsg-llp.com","Business Services","lockbit2","","2021-11-12","2021-11-12","bsg-llp.com","","",""
"http://bsg-llp....","Business Services","lockbit2","","2021-11-12","2021-11-12","","","",""
"Orgill, Inc.","Business Services","conti","","2021-11-11","2021-11-11","","","",""
"Cabinet Remy Le Bonnois / Data on sale","Business Services","everest","","2021-11-11","2021-11-11","","","",""
"home.hktdc.com","Business Services","lockbit2","","2021-11-10","2021-11-10","home.hktdc.com","","",""
"Rusty Hardin & Associates","Business Services","pysa","","2021-11-08","2021-11-08","","","",""
"The Leschaco Group","Business Services","pysa","","2021-11-08","2021-11-08","","","",""
"Property Damage Restoration","Business Services","pysa","","2021-11-08","2021-11-08","","","",""
"MVS Mailers","Business Services","pysa","","2021-11-08","2021-11-08","","","",""
"Alternatives, Inc.","Business Services","pysa","","2021-11-08","2021-11-08","","","",""
"Community Brands","Business Services","pysa","","2021-11-08","2021-11-08","","","",""
"ProActive Works","Business Services","pysa","","2021-11-08","2021-11-08","","","",""
"mcmanislaw.com","Business Services","lockbit2","","2021-11-06","2021-11-06","mcmanislaw.com","","",""
"trueblueenviron...","Business Services","lockbit2","","2021-11-06","2021-11-06","","","",""
"optimumdesign.c...","Business Services","lockbit2","","2021-11-06","2021-11-06","","","",""
"cepimanagement....","Business Services","lockbit2","","2021-11-06","2021-11-06","","","",""
"Keycentrix","Business Services","blackmatter","","2021-11-04","2021-11-04","","","",""
"TILIA GROUP","Business Services","quantum","","2021-11-04","2021-11-04","","","",""
"Jalux Americas, Inc.","Business Services","medusalocker","","2021-11-03","2023-06-14","","","",""
"benefitexpress","Business Services","conti","","2021-11-02","2021-11-02","","","",""
"gvalue.com","Business Services","lockbit2","","2021-11-02","2021-11-02","gvalue.com","","",""
"dtstechnical.ca","Business Services","lockbit2","CA","2021-11-02","2021-11-02","dtstechnical.ca","","",""
"Southland Holdings","Business Services","conti","","2021-11-02","2021-11-02","","","",""
"Finite Recruitment","Business Services","conti","","2021-11-01","2021-11-01","","","",""
"Marketing Alliance Group","Business Services","conti","","2021-10-29","2021-10-29","","","",""
"amina-treuhand....","Business Services","lockbit2","","2021-10-28","2021-10-28","","","",""
"stehimpuls.de","Business Services","lockbit2","DE","2021-10-28","2021-10-28","stehimpuls.de","","",""
"lawyersforemplo...","Business Services","lockbit2","","2021-10-27","2021-10-27","","","",""
"le-inc.com","Business Services","lockbit2","","2021-10-26","2021-10-26","le-inc.com","","",""
"idline.fr","Business Services","lockbit2","FR","2021-10-26","2021-10-26","idline.fr","","",""
"cti.group","Business Services","lockbit2","","2021-10-25","2021-10-25","cti.group","","",""
"Suntide Commercial Realty","Business Services","pysa","","2021-10-25","2021-10-25","","","",""
"Pfertner GmbH Immobilienverwaltung","Business Services","conti","","2021-10-25","2021-10-25","","","",""
"Grupo Alter","Business Services","conti","","2021-10-23","2021-10-23","","","",""
"DiGioia Gray & Associates, LLC","Business Services","blackbyte","","2021-10-23","2021-10-23","","","",""
"Weiss Properties","Business Services","pysa","","2021-10-22","2021-10-22","","","",""
"srstlaw.com","Business Services","lockbit2","","2021-10-22","2021-10-22","srstlaw.com","","",""
"selinigroup.it","Business Services","lockbit2","IT","2021-10-22","2021-10-22","selinigroup.it","","",""
"urbis.com.hk","Business Services","lockbit2","","2021-10-21","2021-10-21","urbis.com.hk","","",""
"Società Italiana degli Autori ed Editori","Business Services","everest","","2021-10-20","2021-10-20","","","",""
"Price Davis LLC","Business Services","pysa","","2021-10-18","2021-10-18","","","",""
"atento.com","Business Services","lockbit2","","2021-10-18","2021-10-18","atento.com","","",""
"Galloway Research Service","Business Services","conti","","2021-10-17","2021-10-17","","","",""
"Real Time Consultants, Inc","Business Services","conti","","2021-10-17","2021-10-17","","","",""
"www.lockslaw.com","Business Services","payloadbin","","2021-10-16","2021-10-16","www.lockslaw.com","","",""
"wmlaw.com.au","Business Services","lockbit2","AU","2021-10-15","2021-10-15","wmlaw.com.au","","",""
"wolfbergalvarez...","Business Services","lockbit2","","2021-10-13","2021-10-13","","","",""
"CABINET FONT GUILLOT","Business Services","spook","","2021-10-10","2021-10-10","","","",""
"Sbc Studio","Business Services","spook","","2021-10-10","2021-10-10","","","",""
"Audras &#038; Delaunois","Business Services","spook","","2021-10-09","2021-10-09","","","",""
"parkertide.com","Business Services","lockbit2","","2021-10-07","2021-10-07","parkertide.com","","",""
"jaykaltrading.c...","Business Services","lockbit2","","2021-10-07","2021-10-07","","","",""
"generalplumbing...","Business Services","lockbit2","","2021-10-07","2021-10-07","","","",""
"barreaudecharle...","Business Services","lockbit2","","2021-10-05","2021-10-05","","","",""
"https://barreau...","Business Services","lockbit2","","2021-10-05","2021-10-05","","","",""
"Van Dijk De Jongh Notarissen","Business Services","spook","","2021-10-04","2021-10-04","","","",""
"ORLANDO IMPORT-EXPORT 2001 SRL","Business Services","spook","","2021-10-04","2021-10-04","","","",""
"Pierce Property Management, Inc.","Business Services","spook","","2021-10-04","2021-10-04","","","",""
"ITS, Inc.","Business Services","pysa","","2021-10-04","2021-10-04","","","",""
"Jurysync","Business Services","pysa","","2021-10-04","2021-10-04","","","",""
"Associated Solutions","Business Services","pysa","","2021-10-04","2021-10-04","","","",""
"Ward Arcuri Foley & Dwyer | Law Firm","Business Services","bonacigroup","","2021-10-04","2021-10-04","","","",""
"wormingtonlegal...","Business Services","lockbit2","","2021-10-02","2021-10-02","","","",""
"Ronmor Holdings","Business Services","revil","","2021-10-01","2021-10-01","","","",""
"texasacehvac.co...","Business Services","lockbit2","","2021-09-30","2021-09-30","","","",""
"DataXsport","Business Services","conti","","2021-09-28","2021-09-28","","","",""
"TaxLeaf Corporate","Business Services","conti","","2021-09-28","2021-09-28","","","",""
"parcoinc","Business Services","conti","","2021-09-27","2021-09-27","","","",""
"IJmond Werkt","Business Services","conti","","2021-09-24","2021-09-24","","","",""
"Office Star Products","Business Services","conti","","2021-09-23","2021-09-23","","","",""
"Marans Weisz & Newman, LLC","Business Services","conti","","2021-09-22","2021-09-22","","","",""
"jplegal.net","Business Services","lockbit2","","2021-09-22","2021-09-22","jplegal.net","","",""
"drhrlaw.com","Business Services","lockbit2","","2021-09-22","2021-09-22","drhrlaw.com","","",""
"hoffsuemmer.de","Business Services","lockbit2","DE","2021-09-22","2021-09-22","hoffsuemmer.de","","",""
"ebarc.adv.br","Business Services","lockbit2","BR","2021-09-22","2021-09-22","ebarc.adv.br","","",""
"Actief-Jobmade","Business Services","blackmatter","","2021-09-20","2021-09-20","","","",""
"iiservz.com","Business Services","lockbit2","","2021-09-20","2021-09-20","iiservz.com","","",""
"Bureau van Dijk(bvdinfo.com)","Business Services","arvinclub","","2021-09-20","2021-09-20","","","",""
"kernagency.com","Business Services","dispossessor","","2021-09-18","2024-04-19","kernagency.com","","",""
"Modern Testing Services","Business Services","blackmatter","","2021-09-17","2021-09-17","","","",""
"miller-rose.com","Business Services","lockbit2","","2021-09-13","2021-09-13","miller-rose.com","","",""
"rlsblaw.com","Business Services","lockbit2","","2021-09-13","2021-09-13","rlsblaw.com","","",""
"cimico.net","Business Services","lockbit2","","2021-09-13","2021-09-13","cimico.net","","",""
"Drug Alcohol Testing","Business Services","pysa","","2021-09-10","2021-09-10","","","",""
"colliganlaw.com","Business Services","lockbit2","","2021-09-10","2021-09-10","colliganlaw.com","","",""
"cometgroup.be","Business Services","lockbit2","BE","2021-09-10","2021-09-10","cometgroup.be","","",""
"ccz.com.au","Business Services","lockbit2","AU","2021-09-10","2021-09-10","ccz.com.au","","",""
"otcqatar.com","Business Services","lockbit2","","2021-09-10","2021-09-10","otcqatar.com","","",""
"kmazuckert.com","Business Services","lockbit2","","2021-09-10","2021-09-10","kmazuckert.com","","",""
"jginc.biz","Business Services","lockbit2","","2021-09-10","2021-09-10","jginc.biz","","",""
"dprotege.com.br","Business Services","lockbit2","BR","2021-09-10","2021-09-10","dprotege.com.br","","",""
"accenture.com","Business Services","lockbit2","","2021-09-10","2021-09-10","accenture.com","","",""
